PU-Name,Latitude,Longitude,APC,LP,PDP,NNPP
"OPEN SPACE, EWEMADE STREET OPP CELESTIAL CHURCH. OKHORO",6.3110195,5.6148922,10,149,16,1
OPEN SPACE BY OSARO STREET OFF REDEEMED CHURCH OFF OKHORO ROAD,6.3796621,5.633679,12,83,5,1
"OPEN SPACE BY THE SAWMILL, IGBINADUWA STREET",6.3634574,5.6179944,5,62,1,0
EVANGEL SURE FOUNDATION SCHOOL BY IMAGBENIKARO STREET.,6.3477389,5.6054576,13,84,1,1
"OPEN SPACE BY PARK LAND NUR./PRY. SCHOOL, FIRST GARRICK LAYOUT",6.3497348,5.5866728,8,57,3,1
"OPEN SPACE BY NEW DAWN GROUP OF SCHOOL, DOCTOR GARRICK LAYOUT",42.5451854,-83.0269906,11,50,0,0
"OPEN SPACE BY, ADOLOR STR OFF 2ND EAST",6.3582649,5.5803171,7,64,1,2
OPEN SPACE BY AUNTY MARIA NUR/PRY SCH II,6.3504327,5.6006474,24,142,12,0
OKHOKHUGBO PRY.SCH.I,6.353232,5.703973,12,96,6,0
OKHOKHUGBO HEALTH CENTER,6.3670003,5.5825543,10,66,2,0
"OPEN SPACE BY THE REDEEM CHRISTIAN CHURCH OF GOD, FIRST ORONMIYAN STR.",6.2988928,5.6099924,21,56,2,0
OKHOKHUGBO TOWN HALL,6.3487131,5.5701085,22,61,6,0
"OPEN SPACE BY TAMAR NUR.,PRY,& SECONDARY SCHOOLS BY 2ND ORONMIYAN",42.968296,-81.221038,9,68,4,0
"OPEN SPACE BY BRAIN TUTORS ACADEMY, AYO IGBINOVIA STR.",6.3544085,5.5762287,7,75,2,0
"ST MERCY GROUP OF SCHOOLS, EDEBIRI STR. OFF ORONMIYAN",6.3192852,5.607792,24,68,3,0
"OPEN SPACE BY VACGLON ACADEMY GROUP OF SCHOOLS, UYI STR. UPPER ERHUMWUNSE",6.3490698,5.6014187,12,77,1,0
OPEN SPACE BY CHRIST MODEL ACADEMY BY EGHOSA,6.3467547,5.5987932,22,67,0,0
"OPEN SPACE, IKHILE LANE BESIDE NATIONAL OPEN UNIVERSITY I",6.332013,5.580902,3,82,2,0
"REVIVAL AGE MINISTRY,BY NATIONAL OPEN UNIVERSITY, EVBOUTUBU",6.3329206,5.5916709,0,0,0,0
"OPEN SPACE,IKHILE LANE BESIDE NATIONAL OPEN UNIVERSITY II",6.331988,5.580915,3,67,3,0
"OPEN SPACE BY NATIONAL OPEN UNIVERSITY, EVBUOTUBU",6.3321523,5.5906677,7,83,2,2
"OPEN SPACE -UPPER EHRUSEH STREET,BESIDE BRIGHT FUTURE ORPHANAGE",6.3300845,5.5669786,0,0,0,0
"OPEN SPACE -UGIAGBE STREET,BY KINGDOM OF LIFE BAPTIST CHURCH",6.3193176,5.7296957,13,120,2,2
INDUSTRIAL DEVELOPMENT CENTER,6.3387716,5.5882448,5,56,0,0
OPEN SPACE BY ONI STREET JUNCTION,6.3421657,5.5746828,9,59,3,0
"OPEN SPACE BY ENABOR STREET OFF ONI STREET, EVBUOTUBU.",6.3736358,5.6118808,31,56,0,1
"OPEN SPACE BY DEEPER LIFE BIBLE CHURCH,ONI STREET, EVBUOTUBU.",43.4529392,-80.4888753,24,156,1,3
"OPEN SPACE BY ENABOR JUNCTION, EVBUOTUBU",6.3736358,5.6118808,5,54,3,1
OPEN SPACE BY  EVBOUTUBU MARKET,6.3379855,5.5809249,4,66,3,0
OPEN SPACE BY EVBUOTUBU SAWMILL,6.3379855,5.5809249,11,206,4,3
"OPEN SPACE,BESIDE DAY SPRING SCHOOLS, EVBUOTUBU",6.337204,5.558959,4,65,4,0
"OPEN SPACE OPPOSITE MIRACLE CATHEDRAL, EVBUOTUBU",6.3736358,5.6118808,20,103,7,5
OPEN SPACE BOUNDARY ROAD BY MOUNTAIN OF FIRE.URUMWON II,6.3648985,5.5567002,0,0,0,0
"OPEN SPACE - UGBIKHOKO MARKET, EVBOUTUBU",6.3379855,5.5809249,14,127,1,0
"OPEN SPACE -IGBINOVIA STREET, OPPOSITE DIVINE SPRING INTERNATIONAL SCHOOL",6.3579436,5.5850642,18,49,1,1
"OPEN SPACE BY SUPERIOR RD,BESIDE WINNERS CHURCH",6.326824,5.5943407,9,120,0,0
"OPEN SPACE,SECOND POWER LINE JUNCTION.EVBOUTOUBU",6.3736358,5.6118808,22,84,3,0
"OPEN SPACE BY MOTOR PARK,OGIEMUDIA STREET, UGBIKHOKO",6.3325899,5.5781296,0,29,1,1
"OPEN SPACE - T. JUNCTION BY OSAKPOLOR STREET, OPPOSITE OKAN STREET, UGBOWO",6.3930948,5.6195112,5,64,2,0
OPEN SPACE - ADA STREET JUNCTION ALONG EDO STREET OFF TECHNICAL ROAD UGBOWO,6.3714048,5.6195916,63,118,3,1
OPEN SPACE - ST. PATRICK CATHOLIC CHURCH BY UGBOWO ROAD I,6.3622197,5.619507,5,163,2,0
OPEN SPACE - T. JUNCTION BY OMOROGBE STREET OFF EGBON STREET UGBOWO,6.3845985,5.6118931,13,112,4,0
"OPEN SPACE - 4.JUNCTION BY ABURIME STREET, ALONG UGBOWO BENIN TECHNICAL COLLEGE",6.3852192,5.6106144,3,89,4,0
OPEN SPACE - QUALITY ROAD JUNCTION ALONG TECHNICAL ROAD UGBOWO,6.3498395,5.6172515,9,84,1,1
OPEN SPACE - ANISO JUNCTION ALONG TECHNICAL SCHOOL ROAD,6.3736358,5.6118808,3,100,5,2
OPEN SPACE - HOLY ROSARY CATHOLIC CHURCH JUNCTION ALONG TECHNICAL SCHOOL ROAD,43.5165625,-79.8861643,14,99,1,1
OBA EWUARE PRIMARY SCHOOL UGBOWO,6.3828696,5.6051074,4,92,3,0
OPEN SPACE - ERUGIE STREET JUNCTION ALONG TECHNICAL ROAD UGBOWO,6.3845985,5.6118931,1,24,5,1
OPEN SPACE - TECHNICAL JUNCTION ALONG UGBOWO ROAD,6.3782736,5.6067313,7,83,0,1
"OPEN SPACE - FRONT OF ULTIMATE SCHOOL BY TECHNICAL ROAD, UGBOWO",6.391097,5.6305974,3,51,2,0
OPEN SPACE - UWASOTA JUNCTION BY UGBOWO ROAD UGBOWO,6.3998208,5.6098639,5,159,5,0
OPEN SPACE - EREDIAUWA CLOSE JUNCTION BY ENINA GROUP OF SCHOOL ALONG UWASOTA ROAD UGBOWO,6.3798621,5.6027779,10,109,2,1
OPEN SPACE - BY AGUEBOR/OSAGIENOMA STREET (T JUNCTION) OFF UWASOTA,6.3736358,5.6118808,4,59,1,0
OPEN SPACE - EAGLE FURNITURE JUNCTION ALONG UWASOTA ROAD UGBOWO,43.3975152,-80.326289,8,124,3,1
OPEN SPACE - IMUENTIYAN STREET JUNCTION BY TRANSFORMER ALONG UWASOTA UGBOWO,6.3946786,5.6135523,5,63,2,1
OPEN SPACE - FRONT OF ST. AUGUSTINE MEDICAL CENTRE BY UWASOTA ROAD UGBOWO,6.380092,5.6037711,22,84,3,0
OPEN SPACE - UBINI/AHAUWA STREET (T.JUNCTION) BY UWASOTA,6.3736358,5.6118808,3,47,2,0
OPEN SPACE - OKAO STREET JUNCTION ALONG EYEYE STREET UGBOWO,6.3845985,5.6118931,1,53,4,2
OPEN SPACE - OGBEIDE STREET JUNCTION OFF IGHOMO UWASOTA/UGBOWO,6.3832929,5.6101274,2,77,2,0
OPEN SPACE - EHIOROGIE/OGBEVOEN JUNCTION BY CHURCH OF GOD MISSION ADOLOR AREA UGBOWO,6.3880433,5.6018938,29,107,6,1
"OPEN SPACE BY OHENHEN STREET, UGBOWO",6.3736358,5.6118808,5,100,4,0
"OPEN SPACE - EMMA OSAGIE/OMORUYI STREET (T.JUNCTION) OFF OHENHEN STREET OFF AHUNWAN, UGBOWO",6.3627438,5.5718104,6,89,1,0
"OPEN SPACE - ADOLOR MARKET,OPP ODOLOR COLLEGE.",6.3998208,5.6098639,3,130,1,0
"OPEN SPACE BY THE ARK HILLTOP ACADEMY  OPP MOYE STR., OFF ODOLOR RD, UGBOWO",6.3930948,5.6195112,5,83,5,1
OPEN SPACE - AHUNWAN JUNCTION ALONG ADOLOR ROAD UGBOWO I,6.3736358,5.6118808,0,30,0,0
OPEN SPACE - BEN OKORO STREET JUNCTION BY LUCKY STREET OFF ADOLOR UGBOWO,6.3514877,5.597024,5,63,1,0
"OPEN SPACE  BY JEHOVAH WITNESS JUNCTION, ADOLOR RD,UGBOWO",6.3634574,5.6179944,9,82,1,0
"OPEN SPACE - BLOSSOM BLOOMING GIFTED SCHOOLS OPP. LUCKY STR, OFF UGBOWO RD",43.9420478,-79.4573141,0,35,1,0
OPEN SPACE - IGHOMO/AIHIE JUNCTION ALONG AHUNWAN UGBOWO I,6.3736358,5.6118808,3,92,5,0
"OPEN SPACE BY COVENANT LIFE BAPTIST CHURCH, UGBOWO",6.3908091,5.6058765,1,61,0,0
OPEN SPACE - FRONT OF THE CHURCH OF JESUS CHRIST,43.4578044,-80.4501525,4,51,2,0
OPEN SPACE - IGBINOMWANYA STREET JUNCTION BY POWER LINE OHONRE VILLAGE,6.7306663,6.215134,7,67,4,0
OPEN SPACE - VOICE OF LIFE GOSPEL MISSION ALONG POWER LINE OHONRE,6.310364,5.6344551,5,57,3,1
OPEN SPACE - FELIX AGBONIFO STREET JUNCTION ALONG ESTATE ROAD BDPA UGBOWO,6.3787285,5.6123463,1,114,2,1
OPEN SPACE - ELEVENTH (11TH)STREET JUNCTION BDPA UGBOWO,6.3845985,5.6118931,5,136,0,0
B.D.P.A POLICE POST UGBOWO I,6.3961485,5.6053194,0,112,0,0
"OPEN SPACE - T. JUNCTION BY JONATHAN AKPOBURE STREET, OPPOSITE ESTATE ROAD B.D.P.A",6.3961485,5.6053194,0,52,2,0
NIGERIA SECURITY AND CIVIL DEFENCE CORPS,6.2776612,5.6281959,5,119,2,0
OPEN SPACE - AIKHIDELOR OMAGE  LINK JUNCTION BY FEDERAL ROAD UGBOWO,6.3580813,5.6264463,3,78,4,0
OPEN SPACE - FRONT OF FOURSQUARE GOSPEL CHURCH BY FEDERAL ROAD UGBOWO,6.3534151,5.6149055,2,52,0,0
U.B.T.H WATER BOARD BY FEDERAL GIRLS ROAD UGBOWO,6.3901951,5.615741,4,149,1,0
OPEN SPACE - BACK GATE BY UBTH UGBOWO,6.3845985,5.6118931,1,158,0,2
OPEN SPACE - OSASOGIE JUNCTION UGBOWO,6.3782736,5.6067313,6,138,1,0
OPEN SPACE - KEKE PARK BY FEDERAL GIRLS ROAD JUNCTION UGBOWO,6.3903125,5.6287121,7,127,16,1
OPEN SPACE - UGBOWO MOTOR PACK UGBOWO,6.3880254,5.6096988,9,119,5,0
OPEN FIELD -  OPPOSITE U.B.T.H POLICE POST UGBOWO I,6.399879,5.6089906,1,131,0,0
OPEN SPACE - LUCKY STREET JUNCTION BESIDE CONOIL PETROL STATION UGBOWO,6.3951254,5.6074734,5,75,1,0
OPEN SPACE - CHRISTIAN GOSPEL  CHURCH BESIDE GTBANK,6.3609325,5.6192503,7,60,1,0
"OPEN SPACE BY MEDICAL JUNCTION, NEW LAGOS RD",6.3585218,5.6221,17,106,3,0
OPEN SPACE BY USELU COUNTRYSIDE JUNCTION,6.3634574,5.6179944,4,128,18,1
"OPEN SPACE BEHIND FRESH ALLURE, USELU",6.3626595,5.6178568,1,224,4,1
"OPEN SPACE BY LIVING TRUTH MISSION, AKODA STR., USELU.",6.3630917,5.6197631,6,59,4,0
OPEN SPACE BY MONTESSORI NUR/PRIMARY SCHOOL / SECONDARY USELU,43.4753986,-80.4861305,4,86,28,0
OPEN SPACE BY MONTESSORI NUR/PRIMARY SCHOOL / SECONDARY USELU,43.4753986,-80.4861305,6,43,2,1
"OPEN SPACE BY IYOBA, BEHIND TRANSFORMER, USELU",6.2966183,5.6265796,4,48,1,0
"OPEN SPACE  BY CHRIST APOSTOLIC CHURCH, OKUNGHAE",6.3510155,5.5849273,0,71,4,0
"OPEN SPACE BY ANIGBORO JUNCTION, OPP EFEX, USELU",6.3623928,5.6184489,21,62,3,0
OPEN SPACE BEHIND ARISCO HOTEL.,6.3590813,5.6159001,14,103,6,0
"OPEN SPACE BY LIVING FAITH CHURCH, ANIGBORO STR, USELU",6.3868835,5.6190217,0,11,0,0
"OPEN SPACE BEHIND EKPEX GAS, OFF NOOHRA NUR, USELU",6.3602117,5.6249854,5,84,12,1
"OPEN SPACE, SHEET PLAZA, USELU",6.3602117,5.6249854,5,82,8,2
"OPEN SPACE 28, IKPEMA STR BY 3RD JUNCTION USELU",6.4090558,5.6142558,7,83,6,1
"OPEN SPACE BY USELU MOTOR PARK, USELE I-II",6.368111,5.6173761,5,66,1,1
"OPEN SPACE OPPOSITE USELU MOSQUE,OFF IYASE STR.",6.3573049,5.6171518,9,32,1,0
"FIRST FEDERAL ROAD JUNCTION, NO 1A MEDICAL (OPEN SPACE)",6.3581352,5.6265059,4,69,1,0
"FED. ROAD /PUBLIC FIELD , USELU II- VI",6.3736358,5.6118808,9,50,0,0
"FED. ROAD/PUBLIC FIELD, USELU II - VII",6.3736358,5.6118808,3,44,2,1
"PARAMOUNT NUR/PRIMARY SCHOOL, USELU II - IV",6.3686853,5.6210728,3,40,0,1
"PARAMOUNT NUR/PRIMARY SCHOOL, USELU II - V",6.3686853,5.6210728,1,80,8,2
"OPEN SPACE BY IYAHEN JUNCTION OFF IGBINOSA, MELA ROAD, USELU",6.3736358,5.6118808,7,96,1,1
"OPEN SPACE,EAGLES EDUCATIONAL , 2ND SECTION",6.3736358,5.6118808,6,74,2,0
OPEN FIELD BY ROSELUYI EXCEPTIONAL STUDENT ACADEMY,6.4090558,5.6142558,2,48,1,0
OPEN SPACE BY NEW COVENANT GOSPEL CHURCH,6.3567255,5.6293237,7,72,1,0
"OPEN SPACE BY ADONAI INTERNATIONAL SCHOOL,DOWN UWAGBOE STREET",6.3549595,5.5825047,5,78,3,1
UWAGBOE DEMONSTRATION SCHOOL,6.4061852,5.6087757,3,106,2,0
OPEN SPACE OPPOSITE EGOR COUNCIL,6.3736358,5.6118808,11,182,6,0
OPEN SPACE BY SWORD OF GOD MINISTRY,43.442551,-80.4700889,9,71,6,1
OPEN SPACE BY SWORD OF GOD MINISTRY,43.442551,-80.4700889,10,105,3,0
"USELU MARKET CAR PARK II, USELU II",6.368104,5.6179166,4,52,1,0
OPEN SPACE BY A.I.G. HOUSE,6.3736358,5.6118808,3,27,1,0
OPEN SPACE BY CHRIST APOSTOLIC CHURCH OF GOD,43.4752586,-80.4913327,3,48,2,0
"USELU MARKET CAR PARK, USELU II - V",6.3613326,5.6571637,10,84,1,2
"USELU MARKET CAR PARK, USELU II - VI",6.3745334,5.6135943,8,72,4,0
OPEN SPACE BY TRADITIONAL GROUND,6.3736358,5.6118808,0,50,0,0
OPEN SPACE OPPOSITE FOUNTAIN GROUP OF SCHOOLS,6.366657,5.6142862,4,52,3,2
"COMMAND CHILDREN SCH. S&T BARRACKS V, USELU II",6.4369604,3.4064648,10,105,3,0
OPEN SPACE BY MEDICAL MISSIONARY OF MARY CLINIC,43.257361,-79.838585,1,32,0,0
"OPEN SPACE ,HIGHLAND COMPREHENSIVE SCHOOL, OPP. S&T BARRACK RD.",43.4637069,-79.701538,7,66,0,2
OPEN SPACE BY S&T MOTOR PARK,43.4457166,-80.4986983,1,30,0,0
EDAIKEN PRY. SCH. EDAIKEN VII,6.3707111,5.6177447,22,175,11,3
OPEN SPACE OPPOSITE FLAMINGO HOTEL EDAIKEN PRY SCH ROAD,6.3717358,5.613563,2,62,5,0
"OPEN SPACE BY REDEEMED CHRISTIAN CHURCH, OFF EDAIKEN PRY SCH RD",43.1503652,-80.2627291,5,57,0,0
"OPEN SPACE BY ASSEMBLIES OF GOD, OHORDUA STREET",6.37074,5.6201035,8,83,3,0
OPEN SPACE BY CHRISTIAN PENTECOSTAL CHURCH OKIRI STREET,6.3710757,5.5790365,4,57,2,0
"EGUA-EDAIKEN HEALTH CENTRE I, USELU II",6.3704987,5.6173458,4,42,0,0
"EGUA-EDAIKEN HEALTH CENTRE I, USELU II",6.3704987,5.6173458,10,110,4,0
OPEN SPACE BY CHRIST APOSTOLIC CHURCH EDAIKEN PRY SCH ROAD,6.391448,5.594559,6,101,3,0
"OPEN SPACE BY REDEEM CHRISTIAN CHURCH, EDAIKEN PRY SCH ROAD",43.4528152,-80.4889747,13,57,0,1
"EGUA-EDAIKEN TOWN HALL III, USELU II",6.3704987,5.6173458,3,17,0,0
OPEN SPACE BY LIFE TRANSFORMING FAITH MIN. OGHOBAGHASE STREET,6.7417866,6.1040881,8,94,6,1
OPEN SPACE- UNIVERSAL MARKET BY ATUPEC SERVICE STATION,6.3767676,5.6305589,16,144,6,0
OPEN SPACE BY ENEHIZENA STREET OFF UWELU ROAD BEHIND UWELU MARKET,6.3776757,5.5904483,3,48,3,0
"OPEN SPACE BY AIGBEKAN STREET JUNCTION OPPOSITE CHRIST APOSTOLIC CHURCH MISSION, UWELU",6.391448,5.594559,7,51,1,0
"OPEN SPACE ALONG OMOEVBARIA STREET OFF AIGBEKAN, UWELU",6.3755747,5.5948342,12,67,9,0
OPEN SPACE BY  GOD FORGIVENESS DELIVERANCE MINISTRY,6.3724444,5.5793065,0,0,0,0
"OPEN SPACE BY TRANSFORMER BY ADOLOR STREET JUNCTION OFF EWEKA ROAD, UWELU",6.3946786,5.6135523,7,81,12,0
"OPEN SPACE BY UHOWANGO JUNCTION ALONG EMWINOBAWAN STREET OFF COLLEGE ROAD, UWELU.",6.3755747,5.5948342,1,20,1,1
"OPEN SPACE OPP. AMEGOR PRIMARY SCHOOL, UWELU",6.3828483,5.5879694,0,0,0,0
"OPEN SPACE BY OMOREGIE AVENUE BEHIND CELESTIAL CHURCH OF CHRIST, OFF UWELU ROAD",6.3484513,5.6056562,13,42,0,1
OPEN SPACE ALONG EBONIYEKE STREET OFF UWELU ROAD,6.3755747,5.5948342,6,32,3,0
OPEN SPACE BY EWEKA JUNCTION OFF UWELU ROAD,6.3755747,5.5948342,6,55,2,0
"OPEN SPACE BY TRANSFORMER ALONG AKUGBE ROAD/SABBATH ROAD, UWELU QUARTERS",6.3736358,5.6118808,6,48,6,1
OPEN SPACE UWELU ROAD UWASOTA JUNCTION TRANSFORMER OBANOSA,6.3755747,5.5948342,7,63,5,0
OPEN SPACE ODOBO STREET JUNCTION BY UWELU ROAD. OPEN SPACE,6.3755747,5.5948342,3,34,4,0
OPEN SPACE-UWELU MOTOR SPARE PARTS HALL,6.3776757,5.5904483,6,127,1,0
OPEN SPACE ALONG UWELU ROAD BY KAKURU STREET JUNCTION,6.3611418,5.5980321,0,0,0,0
OPEN SPACE BY 2ND OTAMERE JUNCTION ALONG UWASOTA ROAD,6.3736358,5.6118808,11,155,5,0
OPEN SPACE EDOBOR JUNCTION BY GREAT PEOPLE ACADEMY,6.3813145,5.5694222,18,106,7,0
OPEN SPACE BY ADUNA JUNCTION OPPOSITE TRANSFORMER,6.3828364,5.587986,9,83,3,1
OPEN SPACE-ATOE STREET OPPOSITE RIVERS OF JOY MINISTRY,5.5163564,7.5184131,7,114,4,0
OPEN SPACE BY IMMACULATE JUNCTION ALONG ERHUMWUNSE,6.3736358,5.6118808,10,37,4,1
OPEN SPACE ALONG ERESOYEN STREET BEHIND POLICE BARRACKS FENCE OFF POWERLINE,6.3655925,5.5893905,14,71,15,2
OPEN SPACE ALONG ERESOYEN STREET BEHIND POLICE BARRACKS FENCE OFF POWERLINE,6.3655925,5.5893905,3,39,8,2
"OPEN SPACE- SMALL MARKET EHANLEN, EWU I",6.802047,6.2510538,11,27,5,0
"OPEN SPACE - PAX EWU RETREAT CENTRE, EWU",6.8191909,6.2533736,4,14,0,0
EWU GRAMMAR SCHOOL EWU,6.7813562,6.2367225,1,37,0,0
OPEN SPACE - IDUNWELE ELDERS' COUNCIL HALL,6.7880988,6.2380095,7,39,0,0
"EGUARE TOWN HALL, EGUARE EWU",6.8040348,6.2419919,3,10,2,0
"TOWN HALL, ,EDENU",6.768035,6.2641486,38,14,15,1
AGWA TOWN HALL,6.7493126,6.244564,38,14,15,1
"OPOJI SECONDARY SCHOOL,OKHORE,OPOJI",6.6956593,6.1991117,0,0,0,0
"IKIEWALEN TOWN HALL, OPOJI",6.7306663,6.215134,30,16,8,0
ANNUNCIATION CATHOLIC COLLEGE IRRUA,6.7392069,6.2267482,55,173,27,3
OPEN SPACE-IRRUA MARKET BY MOMODU ROAD,6.7360701,6.2199702,22,122,10,1
OPEN SPACE - IRRUA MARKET BY ABDUMALIKI STREET,6.7360701,6.2199702,14,116,5,0
MODEL PRIMARY HEALTH CENTER IRRUA,6.739,6.2224,27,157,20,2
IRRUA POST OFFICE,6.7393211,6.2190137,2,21,0,0
"USENU COMMUNITY HALL,USENU",6.64205,6.38973,0,11,0,0
"OKOUGHELE NODION, IRRUA",6.7393211,6.2190137,10,54,7,0
"OPEN SPACE BY ASSEMBLIES OF GOD IKEKIALA USUGBENU, IRRUA",6.378714,5.6938611,30,74,108,0
OPEN SPACE EIGBE STREET JUNCTION OFF IDUMUABOKHAE QTRS,6.64205,6.38973,132,111,5,0
"OPEN SPACE IN FRONT OF MUDIAME UNIVERSITY, IRRUA",6.7289813,6.2125697,27,154,39,0
HEALTH CENTER UGBEGUN,6.6447,6.2393,2,5,10,0
EBUDIN GRAMMAR SCHOOL,6.5905333,6.1717547,8,40,4,0
EBUDIN GRAMMAR SCHOOL,6.5905333,6.1717547,9,33,11,0
"ODOGBE PRIMARY SCHOOL, ODOGBE",6.6555246,6.2406508,37,77,15,1
WATER BOARD IKEKHALIA IBORE,6.779661,6.2920425,8,18,5,0
OPEN SPACE- IBORE TOWN HALL,6.64205,6.38973,45,39,8,1
OPEN SPACE IN FRONT OF IRUELE OKO-UGHELE HALL,6.728038,6.379852,1,32,7,0
IMIOMUZA MARKET AWO,6.7110134,6.3289494,4,77,6,1
OPEN SPACE BY IDUMU ISOKE COMMUNITY JUNCTION,6.4817228,5.6088853,7,34,0,0
OPEN SPACE BY IDUMHIN-IHAMA QUARTER JUNCTION,6.7154115,6.3628831,3,36,3,0
"AMEDOKHIAN MARKET, BESIDE AMEDOKHIAN PRY SCHOOL",6.7110134,6.3289494,11,83,8,0
OPEN SPACE BY OKHEN JUNCTION,6.7368607,6.2754349,3,85,12,0
OPEN SPACE BY IDUMU-ESOGBAN JUNCTION,6.64205,6.38973,5,48,9,0
ARUE SECONDARY SCHOOL,6.7367989,6.303556,4,31,2,1
ARUE MARKET SQUARE,6.7367989,6.303556,3,39,0,0
"OPEN SPACE BY OKOGBENI JUNCTION, ARUE",6.7368607,6.2754349,0,12,0,0
OPEN SPACE BY THE TRANSFORMER IDUMU-ONIHA,6.7057605,6.3349456,4,80,4,1
IDUMU-AGUE TOWN HALL,6.64205,6.38973,12,103,12,1
EKODIN TOWN HALL IDUMU- OBODO,6.7708063,6.338936,16,139,11,0
"EFANDION MARKET, OPPOSITE IDUMU-OBODO PRY SCHOOL",6.6902081,6.3357757,26,152,52,4
"OPEN SPACE BY IDUMU-OBODO STREET JUNCTION, ALONG UROMI UBIAJA ROAD",6.6996735,6.3397458,3,60,26,0
EFANDION PRIMARY SCHOOL,6.702665,6.341053,8,106,2,0
UZEGUA COMMUNITY HALL,6.64205,6.38973,2,55,9,0
OPEN SPACE BY EPAMA STREET JUNCTION,6.696461,6.342867,7,44,10,1
OPEN SPACE BY COCONUT JUNCTION EFANDION,6.6902081,6.3357757,2,9,1,0
OKOGHE TOWN HALL ATANI EFANDION,6.684448,6.350115,1,10,2,0
OPEN SPACE BY ORIERE STREET JUNCTION,6.64205,6.38973,1,17,9,0
NATIONAL INSTITUTE OF CONSTRUCTION TECHNOLOGY PRIMARY SCHOOL,6.7283665,6.317887,1,38,4,0
NATIONAL INSTITUTE OF CONSTRUCTION TECHNOLOGY,6.7283665,6.317887,1,22,5,0
OPEN SPACE BY IDUMU EKHUERE JUNCTION,6.64205,6.38973,0,0,0,0
EWOYI PRIMARY HEALTH CENTER,6.7095995,6.3080292,22,60,10,1
EBHEBE COMMUNITY TOWN HALL,6.7193727,6.3300481,7,43,1,0
OUR LADY OF LOURDES GIRLS' SEC SCH,6.707477,6.3159615,4,32,0,0
EKOHIE MARKET EWOYI,6.7110134,6.3289494,13,114,6,0
AFUDA MARKET EWOYI,6.7087997,6.3176711,5,23,1,0
IDUMENGENLAN PRIMARY SCHOOL ,6.707477,6.3159615,7,50,2,0
IDIKHALA COMMUNITY  HALL,6.7193727,6.3300481,4,135,11,4
OPEN SPACE BY IDUMU - IKHALA ROUNDABOUT,6.7368607,6.2754349,15,158,14,2
AFUDA IDIGUN PRIMARY SCHOOL,6.7087831,6.3130587,26,191,24,2
"OPEN SPACE, UROMI MOTOR PARK",6.7368607,6.2754349,2,17,2,0
OPEN SPACE BY OKOJIE N'OJIE STREET JUNCTION,6.7084017,6.3245984,9,132,9,0
OPEN SPACE GENERAL HOSPITAL ROAD BY CONVENT JUNCTION,6.7127299,6.321278,7,125,4,1
OPEN SPACE BY OBONIYE LANE JUNCTION,6.4817228,5.6088853,16,96,6,0
OPEN SPACE IYERE STREET BY AFUDA ROAD JUNCTION,6.708369,6.324524,1,139,11,0
OPEN SPACE BY UZOYA STREET JUNCTION OFF CONVENT ROAD,6.7368607,6.2754349,10,115,2,0
OBEIDU PRIMARY HEALTH CENTER,6.7363,6.2699,13,49,0,0
UBIERUMU OKE PRIMARY HEALTH CARE CENTRE,43.7293669,-79.5975727,6,20,16,0
"OPEN SPACE BY IDUMOKOKO EBHOIJIE, UBIERUMU",6.64205,6.38973,26,156,10,1
OPEN SPACE IN FRONT OF EKO-IBADIN COMMUNITY TOWN HALL,6.3316489,5.6216463,2,7,3,0
UROMI TOWN HALL,6.7193727,6.3300481,4,45,5,0
AGBA GRAMMAR SCHOOL,6.7248395,6.320602,1,21,1,0
"OPEN SPACE BY BACK OF CATHOLIC CHURCH, OKPUJIE COMMUNITY",6.715698,6.326766,14,144,7,0
NIPOST OFFICE OPPOSITE CUSTOMARY COURT UROMI,6.3312432,5.6209072,5,52,2,0
OPEN SPACE BY UDO STREET JUNCTION,6.712051,6.332199,3,13,0,0
OPEN SPACE NITEL JUNCTION BESIDE AFUSCO PETROLEUM,6.721065,6.325862,8,34,4,1
OPEN SPACE BY ODION LANE JUNCTION,6.706344,6.331884,14,146,4,2
OPEN SPACE BY ACHEBE STREET JUNCTION,6.64205,6.38973,9,124,2,0
OPEN SPACE BY ADA OKARE JUNCTION,7.2722709,6.3412192,1,40,2,0
OPEN SPACE BY OKHELEN - UZEA ROAD JUNCTION,6.716265,6.339954,9,111,0,5
OJUROMI ULTRA MODERN MARKET,6.7110134,6.3289494,1,40,0,0
"NATIONAL OPEN UNIVERSITY  OF NIGERIA,  UROMI",7.1284047,6.7655769,6,104,2,1
OPEN SPACE BY TIPPER GARRAGE /HAUSA CATTLE MARKET,6.721661,6.333288,4,49,0,0
OPEN SPACE ALONG OYOMON ROAD,6.715623,6.334457,1,56,1,0
OPEN SPACE BY LUGARD STREET JUNCTION,6.64205,6.38973,6,117,5,2
OPEN SPACE OPPOSITE MARY THE QUEEN,6.64205,6.38973,10,196,6,1
OPEN SPACE BY CENTRAL ROAD JUNCTION,6.710182,6.329227,3,125,2,1
EWOYI COMMUNITY HALL,6.64205,6.38973,0,0,0,0
UKPEKO IMIOKOLO PRIMARY SCHOOL EBHOIYI,6.7054832,6.3131593,6,70,2,0
EKO - OMONUA PRIMARY SCHOOL,6.7038849,6.3118742,5,54,6,0
UWALOR - OKE MODERN MARKET,6.7110134,6.3289494,0,61,3,0
OPEN SPACE BY ANGLICAN CHURCH EKO OMONUA COMMUNITY,6.7080433,6.3326602,25,82,7,2
IDINEGBON PRIMARY SCH III,6.865795,6.449115,1,40,8,0
